CDSCode,C,D,S,SARCYear,BTEACHSAL,MTCHSAL,HTCHSAL,PRSAL,PRSALM,PRSALH,SUPSAL,PTCHSAL,PADMSAL,AVEBTCHSAL,AVGMTCHSAL,AVGHTCHSAL,AVGPRSAL,AVGPRSALM,AVGPRSALH,AVGSUPSAL,AVGPTCHSAL,AVGPADMSAL
19649806022636,19,64980,6022636,2019-20,50980,76119,102483,124753,130846,153122,240000,33,5,51029,78583,99506,124576,131395,144697,240194,34,6
19649806022644,19,64980,6022644,2019-20,50980,76119,102483,124753,130846,153122,240000,33,5,51029,78583,99506,124576,131395,144697,240194,34,6
19649806058531,19,64980,6058531,2019-20,50980,76119,102483,124753,130846,153122,240000,33,5,51029,78583,99506,124576,131395,144697,240194,34,6
19649806061659,19,64980,6061659,2019-20,50980,76119,102483,124753,130846,153122,240000,33,5,51029,78583,99506,124576,131395,144697,240194,34,6
19649806093538,19,64980,6093538,2019-20,50980,76119,102483,124753,130846,153122,240000,33,5,51029,78583,99506,124576,131395,144697,240194,34,6
19649801995737,19,64980,1995737,2019-20,50980,76119,102483,124753,130846,153122,240000,33,5,51029,78583,99506,124576,131395,144697,240194,34,6
19649986022651,19,64998,6022651,2019-20,45476,82385,96997,132982,0,0,205000,34,5,52060,84043,107043,133582,138803,133845,240628,35,5
19649986022669,19,64998,6022669,2019-20,45476,82385,96997,132982,0,0,205000,34,5,52060,84043,107043,133582,138803,133845,240628,35,5
19649986022685,19,64998,6022685,2019-20,45476,82385,96997,132982,0,0,205000,34,5,52060,84043,107043,133582,138803,133845,240628,35,5
19649986022693,19,64998,6022693,2019-20,45476,82385,96997,132982,0,0,205000,34,5,52060,84043,107043,133582,138803,133845,240628,35,5
19649986022701,19,64998,6022701,2019-20,45476,82385,96997,132982,0,0,205000,34,5,52060,84043,107043,133582,138803,133845,240628,35,5
19649986022727,19,64998,6022727,2019-20,45476,82385,96997,132982,0,0,205000,34,5,52060,84043,107043,133582,138803,133845,240628,35,5
19649986068860,19,64998,6068860,2019-20,45476,82385,96997,132982,0,0,205000,34,5,52060,84043,107043,133582,138803,133845,240628,35,5
19649986106876,19,64998,6106876,2019-20,45476,82385,96997,132982,0,0,205000,34,5,52060,84043,107043,133582,138803,133845,240628,35,5
19649986107924,19,64998,6107924,2019-20,45476,82385,96997,132982,0,0,205000,34,5,52060,84043,107043,133582,138803,133845,240628,35,5
19649986112528,19,64998,6112528,2019-20,45476,82385,96997,132982,0,0,205000,34,5,52060,84043,107043,133582,138803,133845,240628,35,5
19649986115513,19,64998,6115513,2019-20,45476,82385,96997,132982,0,0,205000,34,5,52060,84043,107043,133582,138803,133845,240628,35,5
19650291938455,19,65029,1938455,2019-20,,,,,,,,38,5,48119,74665,98160,118542,125068,133516,194199,31,6
19650296022768,19,65029,6022768,2019-20,,,,,,,,38,5,48119,74665,98160,118542,125068,133516,194199,31,6
19650296022776,19,65029,6022776,2019-20,,,,,,,,38,5,48119,74665,98160,118542,125068,133516,194199,31,6
19650296022784,19,65029,6022784,2019-20,,,,,,,,38,5,48119,74665,98160,118542,125068,133516,194199,31,6
19650296058556,19,65029,6058556,2019-20,,,,,,,,38,5,48119,74665,98160,118542,125068,133516,194199,31,6
19650376022800,19,65037,6022800,2019-20,49521,77986,100597,122920,126402,0,237377,33,6,51450,80263,101012,128082,132453,134792,197968,34,6
19650376022818,19,65037,6022818,2019-20,49521,77986,100597,122920,126402,0,237377,33,6,51450,80263,101012,128082,132453,134792,197968,34,6
19650376022826,19,65037,6022826,2019-20,49521,77986,100597,122920,126402,0,237377,33,6,51450,80263,101012,128082,132453,134792,197968,34,6
19650376022834,19,65037,6022834,2019-20,49521,77986,100597,122920,126402,0,237377,33,6,51450,80263,101012,128082,132453,134792,197968,34,6
19650376022842,19,65037,6022842,2019-20,49521,77986,100597,122920,126402,0,237377,33,6,51450,80263,101012,128082,132453,134792,197968,34,6
19650376022859,19,65037,6022859,2019-20,49521,77986,100597,122920,126402,0,237377,33,6,51450,80263,101012,128082,132453,134792,197968,34,6
19650456022677,19,65045,6022677,2019-20,44686,69514,91548,129743,0,0,195149,34,6,52060,84043,107043,133582,138803,133845,240628,35,5
19650456022883,19,65045,6022883,2019-20,44686,69514,91548,129743,0,0,195149,34,6,52060,84043,107043,133582,138803,133845,240628,35,5
19650456022891,19,65045,6022891,2019-20,44686,69514,91548,129743,0,0,195149,34,6,52060,84043,107043,133582,138803,133845,240628,35,5
19650456022917,19,65045,6022917,2019-20,44686,69514,91548,129743,0,0,195149,34,6,52060,84043,107043,133582,138803,133845,240628,35,5
19650456066807,19,65045,6066807,2019-20,44686,69514,91548,129743,0,0,195149,34,6,52060,84043,107043,133582,138803,133845,240628,35,5
19650456071682,19,65045,6071682,2019-20,44686,69514,91548,129743,0,0,195149,34,6,52060,84043,107043,133582,138803,133845,240628,35,5
19650456107205,19,65045,6107205,2019-20,44686,69514,91548,129743,0,0,195149,34,6,52060,84043,107043,133582,138803,133845,240628,35,5
19650521938679,19,65052,1938679,2019-20,46846,86035,105445,126444,133654,149087,243680,34,5,51029,78583,99506,124576,131395,144697,240194,34,6
19650521995745,19,65052,1995745,2019-20,46846,86035,105445,126444,133654,149087,243680,34,5,51029,78583,99506,124576,131395,144697,240194,34,6
19650521995976,19,65052,1995976,2019-20,46846,86035,105445,126444,133654,149087,243680,34,5,51029,78583,99506,124576,131395,144697,240194,34,6
19650526022925,19,65052,6022925,2019-20,46846,86035,105445,126444,133654,149087,243680,34,5,51029,78583,99506,124576,131395,144697,240194,34,6
19650526022933,19,65052,6022933,2019-20,46846,86035,105445,126444,133654,149087,243680,34,5,51029,78583,99506,124576,131395,144697,240194,34,6
19650526022941,19,65052,6022941,2019-20,46846,86035,105445,126444,133654,149087,243680,34,5,51029,78583,99506,124576,131395,144697,240194,34,6
19650526022958,19,65052,6022958,2019-20,46846,86035,105445,126444,133654,149087,243680,34,5,51029,78583,99506,124576,131395,144697,240194,34,6
19650526022966,19,65052,6022966,2019-20,46846,86035,105445,126444,133654,149087,243680,34,5,51029,78583,99506,124576,131395,144697,240194,34,6
19650601936277,19,65060,1936277,2019-20,49934,85428,99283,124099,121639,144133,290633,38,5,50897,78461,104322,131863,137086,151143,297037,32,5
19650601938083,19,65060,1938083,2019-20,49934,85428,99283,124099,121639,144133,290633,38,5,50897,78461,104322,131863,137086,151143,297037,32,5
19650601938356,19,65060,1938356,2019-20,49934,85428,99283,124099,121639,144133,290633,38,5,50897,78461,104322,131863,137086,151143,297037,32,5
19650601938752,19,65060,1938752,2019-20,49934,85428,99283,124099,121639,144133,290633,38,5,50897,78461,104322,131863,137086,151143,297037,32,5
19650601939602,19,65060,1939602,2019-20,49934,85428,99283,124099,121639,144133,290633,38,5,50897,78461,104322,131863,137086,151143,297037,32,5
19650606022974,19,65060,6022974,2019-20,49934,85428,99283,124099,121639,144133,290633,38,5,50897,78461,104322,131863,137086,151143,297037,32,5
19650606022982,19,65060,6022982,2019-20,49934,85428,99283,124099,121639,144133,290633,38,5,50897,78461,104322,131863,137086,151143,297037,32,5
19650606022990,19,65060,6022990,2019-20,49934,85428,99283,124099,121639,144133,290633,38,5,50897,78461,104322,131863,137086,151143,297037,32,5
19650606023006,19,65060,6023006,2019-20,49934,85428,99283,124099,121639,144133,290633,38,5,50897,78461,104322,131863,137086,151143,297037,32,5
19650606023014,19,65060,6023014,2019-20,49934,85428,99283,124099,121639,144133,290633,38,5,50897,78461,104322,131863,137086,151143,297037,32,5
19650606023022,19,65060,6023022,2019-20,49934,85428,99283,124099,121639,144133,290633,38,5,50897,78461,104322,131863,137086,151143,297037,32,5
19650606023030,19,65060,6023030,2019-20,49934,85428,99283,124099,121639,144133,290633,38,5,50897,78461,104322,131863,137086,151143,297037,32,5
19650606023063,19,65060,6023063,2019-20,49934,85428,99283,124099,121639,144133,290633,38,5,50897,78461,104322,131863,137086,151143,297037,32,5
19650606023071,19,65060,6023071,2019-20,49934,85428,99283,124099,121639,144133,290633,38,5,50897,78461,104322,131863,137086,151143,297037,32,5
19650606023089,19,65060,6023089,2019-20,49934,85428,99283,124099,121639,144133,290633,38,5,50897,78461,104322,131863,137086,151143,297037,32,5
19650606023105,19,65060,6023105,2019-20,49934,85428,99283,124099,121639,144133,290633,38,5,50897,78461,104322,131863,137086,151143,297037,32,5
19650606023121,19,65060,6023121,2019-20,49934,85428,99283,124099,121639,144133,290633,38,5,50897,78461,104322,131863,137086,151143,297037,32,5
19650606023147,19,65060,6023147,2019-20,49934,85428,99283,124099,121639,144133,290633,38,5,50897,78461,104322,131863,137086,151143,297037,32,5
19650606023162,19,65060,6023162,2019-20,49934,85428,99283,124099,121639,144133,290633,38,5,50897,78461,104322,131863,137086,151143,297037,32,5
19650606023170,19,65060,6023170,2019-20,49934,85428,99283,124099,121639,144133,290633,38,5,50897,78461,104322,131863,137086,151143,297037,32,5
19650606023196,19,65060,6023196,2019-20,49934,85428,99283,124099,121639,144133,290633,38,5,50897,78461,104322,131863,137086,151143,297037,32,5
19650606023220,19,65060,6023220,2019-20,49934,85428,99283,124099,121639,144133,290633,38,5,50897,78461,104322,131863,137086,151143,297037,32,5
19650606023238,19,65060,6023238,2019-20,49934,85428,99283,124099,121639,144133,290633,38,5,50897,78461,104322,131863,137086,151143,297037,32,5
19650606023261,19,65060,6023261,2019-20,49934,85428,99283,124099,121639,144133,290633,38,5,50897,78461,104322,131863,137086,151143,297037,32,5
19650606023279,19,65060,6023279,2019-20,49934,85428,99283,124099,121639,144133,290633,38,5,50897,78461,104322,131863,137086,151143,297037,32,5
19650606023287,19,65060,6023287,2019-20,49934,85428,99283,124099,121639,144133,290633,38,5,50897,78461,104322,131863,137086,151143,297037,32,5
19650606023295,19,65060,6023295,2019-20,49934,85428,99283,124099,121639,144133,290633,38,5,50897,78461,104322,131863,137086,151143,297037,32,5
19650606023303,19,65060,6023303,2019-20,49934,85428,99283,124099,121639,144133,290633,38,5,50897,78461,104322,131863,137086,151143,297037,32,5
19650606023329,19,65060,6023329,2019-20,49934,85428,99283,124099,121639,144133,290633,38,5,50897,78461,104322,131863,137086,151143,297037,32,5
19650606068878,19,65060,6068878,2019-20,49934,85428,99283,124099,121639,144133,290633,38,5,50897,78461,104322,131863,137086,151143,297037,32,5
19650786023337,19,65078,6023337,2019-20,,,,,,,,39,6,51450,80263,101012,128082,132453,134792,197968,34,6
19650786023345,19,65078,6023345,2019-20,,,,,,,,39,6,51450,80263,101012,128082,132453,134792,197968,34,6
19650941938513,19,65094,1938513,2019-20,51155,79843,107578,140991,144117,164033,311835,33,7,51029,78583,99506,124576,131395,144697,240194,34,6
19650941939537,19,65094,1939537,2019-20,51155,79843,107578,140991,144117,164033,311835,33,7,51029,78583,99506,124576,131395,144697,240194,34,6
19650946023410,19,65094,6023410,2019-20,51155,79843,107578,140991,144117,164033,311835,33,7,51029,78583,99506,124576,131395,144697,240194,34,6
19650946023428,19,65094,6023428,2019-20,51155,79843,107578,140991,144117,164033,311835,33,7,51029,78583,99506,124576,131395,144697,240194,34,6
19650946023477,19,65094,6023477,2019-20,51155,79843,107578,140991,144117,164033,311835,33,7,51029,78583,99506,124576,131395,144697,240194,34,6
19650946023485,19,65094,6023485,2019-20,51155,79843,107578,140991,144117,164033,311835,33,7,51029,78583,99506,124576,131395,144697,240194,34,6
19650946023493,19,65094,6023493,2019-20,51155,79843,107578,140991,144117,164033,311835,33,7,51029,78583,99506,124576,131395,144697,240194,34,6
19650946023501,19,65094,6023501,2019-20,51155,79843,107578,140991,144117,164033,311835,33,7,51029,78583,99506,124576,131395,144697,240194,34,6
19650946023519,19,65094,6023519,2019-20,51155,79843,107578,140991,144117,164033,311835,33,7,51029,78583,99506,124576,131395,144697,240194,34,6
19650946023535,19,65094,6023535,2019-20,51155,79843,107578,140991,144117,164033,311835,33,7,51029,78583,99506,124576,131395,144697,240194,34,6
19650946023543,19,65094,6023543,2019-20,51155,79843,107578,140991,144117,164033,311835,33,7,51029,78583,99506,124576,131395,144697,240194,34,6
19650946107296,19,65094,6107296,2019-20,51155,79843,107578,140991,144117,164033,311835,33,7,51029,78583,99506,124576,131395,144697,240194,34,6
19650946023527,19,65094,6023527,2019-20,51155,79843,107578,140991,144117,164033,311835,33,7,51029,78583,99506,124576,131395,144697,240194,34,6
19651026023568,19,65102,6023568,2019-20,46343,84347,109179,131432,135353,0,249003,35,6,52060,84043,107043,133582,138803,133845,240628,35,5
19651026023576,19,65102,6023576,2019-20,46343,84347,109179,131432,135353,0,249003,35,6,52060,84043,107043,133582,138803,133845,240628,35,5
19651026023584,19,65102,6023584,2019-20,46343,84347,109179,131432,135353,0,249003,35,6,52060,84043,107043,133582,138803,133845,240628,35,5
19651026023592,19,65102,6023592,2019-20,46343,84347,109179,131432,135353,0,249003,35,6,52060,84043,107043,133582,138803,133845,240628,35,5
19651026071690,19,65102,6071690,2019-20,46343,84347,109179,131432,135353,0,249003,35,6,52060,84043,107043,133582,138803,133845,240628,35,5
19651026108245,19,65102,6108245,2019-20,46343,84347,109179,131432,135353,0,249003,35,6,52060,84043,107043,133582,138803,133845,240628,35,5
19651026109664,19,65102,6109664,2019-20,46343,84347,109179,131432,135353,0,249003,35,6,52060,84043,107043,133582,138803,133845,240628,35,5
19651026110837,19,65102,6110837,2019-20,46343,84347,109179,131432,135353,0,249003,35,6,52060,84043,107043,133582,138803,133845,240628,35,5
19651026111520,19,65102,6111520,2019-20,46343,84347,109179,131432,135353,0,249003,35,6,52060,84043,107043,133582,138803,133845,240628,35,5
19651106023626,19,65110,6023626,2019-20,42991,79748,101603,129979,130148,0,228888,35,5,52060,84043,107043,133582,138803,133845,240628,35,5
19651106023634,19,65110,6023634,2019-20,42991,79748,101603,129979,130148,0,228888,35,5,52060,84043,107043,133582,138803,133845,240628,35,5
19651106023659,19,65110,6023659,2019-20,42991,79748,101603,129979,130148,0,228888,35,5,52060,84043,107043,133582,138803,133845,240628,35,5
19651106023667,19,65110,6023667,2019-20,42991,79748,101603,129979,130148,0,228888,35,5,52060,84043,107043,133582,138803,133845,240628,35,5
19651106023675,19,65110,6023675,2019-20,42991,79748,101603,129979,130148,0,228888,35,5,52060,84043,107043,133582,138803,133845,240628,35,5
19651106023683,19,65110,6023683,2019-20,42991,79748,101603,129979,130148,0,228888,35,5,52060,84043,107043,133582,138803,133845,240628,35,5
19651106023691,19,65110,6023691,2019-20,42991,79748,101603,129979,130148,0,228888,35,5,52060,84043,107043,133582,138803,133845,240628,35,5
19651106023709,19,65110,6023709,2019-20,42991,79748,101603,129979,130148,0,228888,35,5,52060,84043,107043,133582,138803,133845,240628,35,5
19651106023717,19,65110,6023717,2019-20,42991,79748,101603,129979,130148,0,228888,35,5,52060,84043,107043,133582,138803,133845,240628,35,5
19651106023725,19,65110,6023725,2019-20,42991,79748,101603,129979,130148,0,228888,35,5,52060,84043,107043,133582,138803,133845,240628,35,5
19651106023733,19,65110,6023733,2019-20,42991,79748,101603,129979,130148,0,228888,35,5,52060,84043,107043,133582,138803,133845,240628,35,5
19651281930338,19,65128,1930338,2019-20,53481,91430,119075,0,0,184596,249825,32,5,54687,92222,114208,143647,145785,162322,258950,32,5
19651281931302,19,65128,1931302,2019-20,53481,91430,119075,0,0,184596,249825,32,5,54687,92222,114208,143647,145785,162322,258950,32,5
19651281934868,19,65128,1934868,2019-20,53481,91430,119075,0,0,184596,249825,32,5,54687,92222,114208,143647,145785,162322,258950,32,5
19651281936889,19,65128,1936889,2019-20,53481,91430,119075,0,0,184596,249825,32,5,54687,92222,114208,143647,145785,162322,258950,32,5
19651281937903,19,65128,1937903,2019-20,53481,91430,119075,0,0,184596,249825,32,5,54687,92222,114208,143647,145785,162322,258950,32,5
19651281939701,19,65128,1939701,2019-20,53481,91430,119075,0,0,184596,249825,32,5,54687,92222,114208,143647,145785,162322,258950,32,5
19651281995653,19,65128,1995653,2019-20,53481,91430,119075,0,0,184596,249825,32,5,54687,92222,114208,143647,145785,162322,258950,32,5
19651361931492,19,65136,1931492,2019-20,47874,74411,101625,0,132332,146770,246528,31,5,54687,92222,114208,143647,145785,162322,258950,32,5
19651361931740,19,65136,1931740,2019-20,47874,74411,101625,0,132332,146770,246528,31,5,54687,92222,114208,143647,145785,162322,258950,32,5
19651361932532,19,65136,1932532,2019-20,47874,74411,101625,0,132332,146770,246528,31,5,54687,92222,114208,143647,145785,162322,258950,32,5
19651361933902,19,65136,1933902,2019-20,47874,74411,101625,0,132332,146770,246528,31,5,54687,92222,114208,143647,145785,162322,258950,32,5
19651361934421,19,65136,1934421,2019-20,47874,74411,101625,0,132332,146770,246528,31,5,54687,92222,114208,143647,145785,162322,258950,32,5
19651361995802,19,65136,1995802,2019-20,47874,74411,101625,0,132332,146770,246528,31,5,54687,92222,114208,143647,145785,162322,258950,32,5
19651366058564,19,65136,6058564,2019-20,47874,74411,101625,0,132332,146770,246528,31,5,54687,92222,114208,143647,145785,162322,258950,32,5
19651366058572,19,65136,6058572,2019-20,47874,74411,101625,0,132332,146770,246528,31,5,54687,92222,114208,143647,145785,162322,258950,32,5
19651366058580,19,65136,6058580,2019-20,47874,74411,101625,0,132332,146770,246528,31,5,54687,92222,114208,143647,145785,162322,258950,32,5
19651366111926,19,65136,6111926,2019-20,47874,74411,101625,0,132332,146770,246528,31,5,54687,92222,114208,143647,145785,162322,258950,32,5
19651516106785,19,65151,6106785,2019-20,43354,77848,100297,110778,118098,0,161367,31,6,51450,80263,101012,128082,132453,134792,197968,34,6
19651516106561,19,65151,6106561,2019-20,43354,77848,100297,110778,118098,0,161367,31,6,51450,80263,101012,128082,132453,134792,197968,34,6
19768696023808,19,76869,6023808,2019-20,52910,87158,104953,123417,120808,0,246959,38,6,48119,74665,98160,118542,125068,133516,194199,31,6
19768696023816,19,76869,6023816,2019-20,52910,87158,104953,123417,120808,0,246959,38,6,48119,74665,98160,118542,125068,133516,194199,31,6
19768696023824,19,76869,6023824,2019-20,52910,87158,104953,123417,120808,0,246959,38,6,48119,74665,98160,118542,125068,133516,194199,31,6
19768696023832,19,76869,6023832,2019-20,52910,87158,104953,123417,120808,0,246959,38,6,48119,74665,98160,118542,125068,133516,194199,31,6
19734371931567,19,73437,1931567,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734371931963,19,73437,1931963,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734371932326,19,73437,1932326,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734371995695,19,73437,1995695,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734371996040,19,73437,1996040,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734371996057,19,73437,1996057,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734376012231,19,73437,6012231,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734376012256,19,73437,6012256,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734376012264,19,73437,6012264,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734376012272,19,73437,6012272,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734376012280,19,73437,6012280,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734376012298,19,73437,6012298,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734376012306,19,73437,6012306,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734376012314,19,73437,6012314,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734376012322,19,73437,6012322,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734376012348,19,73437,6012348,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734376012355,19,73437,6012355,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734376012389,19,73437,6012389,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734376012397,19,73437,6012397,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734376012405,19,73437,6012405,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734376012413,19,73437,6012413,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734376013478,19,73437,6013478,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734376013494,19,73437,6013494,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734376023741,19,73437,6023741,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734376023758,19,73437,6023758,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734376023782,19,73437,6023782,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734376057558,19,73437,6057558,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734376057566,19,73437,6057566,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734376057582,19,73437,6057582,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734376057590,19,73437,6057590,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734376061261,19,73437,6061261,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734376061279,19,73437,6061279,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734376066732,19,73437,6066732,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734376114441,19,73437,6114441,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
19734451933316,19,73445,1933316,2019-20,58884,90902,112938,133127,138246,158183,268145,34,6,52562,83575,104166,131875,137852,150626,260243,34,5
19734451934801,19,73445,1934801,2019-20,58884,90902,112938,133127,138246,158183,268145,34,6,52562,83575,104166,131875,137852,150626,260243,34,5
19734451935246,19,73445,1935246,2019-20,58884,90902,112938,133127,138246,158183,268145,34,6,52562,83575,104166,131875,137852,150626,260243,34,5
19734451938935,19,73445,1938935,2019-20,58884,90902,112938,133127,138246,158183,268145,34,6,52562,83575,104166,131875,137852,150626,260243,34,5
19734451939834,19,73445,1939834,2019-20,58884,90902,112938,133127,138246,158183,268145,34,6,52562,83575,104166,131875,137852,150626,260243,34,5
19734451939925,19,73445,1939925,2019-20,58884,90902,112938,133127,138246,158183,268145,34,6,52562,83575,104166,131875,137852,150626,260243,34,5
19734456014112,19,73445,6014112,2019-20,58884,90902,112938,133127,138246,158183,268145,34,6,52562,83575,104166,131875,137852,150626,260243,34,5
19734456014120,19,73445,6014120,2019-20,58884,90902,112938,133127,138246,158183,268145,34,6,52562,83575,104166,131875,137852,150626,260243,34,5
19734456014138,19,73445,6014138,2019-20,58884,90902,112938,133127,138246,158183,268145,34,6,52562,83575,104166,131875,137852,150626,260243,34,5
19734456014153,19,73445,6014153,2019-20,58884,90902,112938,133127,138246,158183,268145,34,6,52562,83575,104166,131875,137852,150626,260243,34,5
19734456014179,19,73445,6014179,2019-20,58884,90902,112938,133127,138246,158183,268145,34,6,52562,83575,104166,131875,137852,150626,260243,34,5
19734456014203,19,73445,6014203,2019-20,58884,90902,112938,133127,138246,158183,268145,34,6,52562,83575,104166,131875,137852,150626,260243,34,5
19734456014237,19,73445,6014237,2019-20,58884,90902,112938,133127,138246,158183,268145,34,6,52562,83575,104166,131875,137852,150626,260243,34,5
19734456014252,19,73445,6014252,2019-20,58884,90902,112938,133127,138246,158183,268145,34,6,52562,83575,104166,131875,137852,150626,260243,34,5
19734456014260,19,73445,6014260,2019-20,58884,90902,112938,133127,138246,158183,268145,34,6,52562,83575,104166,131875,137852,150626,260243,34,5
19734456014278,19,73445,6014278,2019-20,58884,90902,112938,133127,138246,158183,268145,34,6,52562,83575,104166,131875,137852,150626,260243,34,5
19734456014286,19,73445,6014286,2019-20,58884,90902,112938,133127,138246,158183,268145,34,6,52562,83575,104166,131875,137852,150626,260243,34,5
19734456014294,19,73445,6014294,2019-20,58884,90902,112938,133127,138246,158183,268145,34,6,52562,83575,104166,131875,137852,150626,260243,34,5
19734456014302,19,73445,6014302,2019-20,58884,90902,112938,133127,138246,158183,268145,34,6,52562,83575,104166,131875,137852,150626,260243,34,5
19734456014310,19,73445,6014310,2019-20,58884,90902,112938,133127,138246,158183,268145,34,6,52562,83575,104166,131875,137852,150626,260243,34,5
19734456014328,19,73445,6014328,2019-20,58884,90902,112938,133127,138246,158183,268145,34,6,52562,83575,104166,131875,137852,150626,260243,34,5
19734456014336,19,73445,6014336,2019-20,58884,90902,112938,133127,138246,158183,268145,34,6,52562,83575,104166,131875,137852,150626,260243,34,5
19734456014351,19,73445,6014351,2019-20,58884,90902,112938,133127,138246,158183,268145,34,6,52562,83575,104166,131875,137852,150626,260243,34,5
19734456014369,19,73445,6014369,2019-20,58884,90902,112938,133127,138246,158183,268145,34,6,52562,83575,104166,131875,137852,150626,260243,34,5
19734456014377,19,73445,6014377,2019-20,58884,90902,112938,133127,138246,158183,268145,34,6,52562,83575,104166,131875,137852,150626,260243,34,5
19734456014385,19,73445,6014385,2019-20,58884,90902,112938,133127,138246,158183,268145,34,6,52562,83575,104166,131875,137852,150626,260243,34,5
19734456014419,19,73445,6014419,2019-20,58884,90902,112938,133127,138246,158183,268145,34,6,52562,83575,104166,131875,137852,150626,260243,34,5
19734456022263,19,73445,6022263,2019-20,58884,90902,112938,133127,138246,158183,268145,34,6,52562,83575,104166,131875,137852,150626,260243,34,5
19734456022396,19,73445,6022396,2019-20,58884,90902,112938,133127,138246,158183,268145,34,6,52562,83575,104166,131875,137852,150626,260243,34,5
19734456066757,19,73445,6066757,2019-20,58884,90902,112938,133127,138246,158183,268145,34,6,52562,83575,104166,131875,137852,150626,260243,34,5
19734456068811,19,73445,6068811,2019-20,58884,90902,112938,133127,138246,158183,268145,34,6,52562,83575,104166,131875,137852,150626,260243,34,5
19734456069710,19,73445,6069710,2019-20,58884,90902,112938,133127,138246,158183,268145,34,6,52562,83575,104166,131875,137852,150626,260243,34,5
19734521930106,19,73452,1930106,2019-20,39825,82701,106213,135545,143133,151420,308800,33,5,52562,83575,104166,131875,137852,150626,260243,34,5
19734521936228,19,73452,1936228,2019-20,39825,82701,106213,135545,143133,151420,308800,33,5,52562,83575,104166,131875,137852,150626,260243,34,5
19734521937564,19,73452,1937564,2019-20,39825,82701,106213,135545,143133,151420,308800,33,5,52562,83575,104166,131875,137852,150626,260243,34,5
